timestamps,TP9,AF7,AF8,TP10,Right AUX
1714986609.577,-888.184,-923.34,-926.758,-932.129,-72
1714986609.579,687.5,813.965,824.707,841.309,80
1714986609.583,-704.102,-540.039,-515.137,-497.07,-47
1714986609.587,-1000.0,-1000.0,-1000.0,-1000.0,-24
1714986609.591,-183.594,-174.316,-184.57,-173.828,-72
1714986609.595,-990.723,-997.559,-997.07,-998.047,32
1714986609.599,-986.328,-969.238,-973.145,-965.332,6
1714986609.603,-185.547,-102.539,-118.164,-93.75,-42
1714986609.606,-1000.0,-1000.0,-1000.0,-1000.0,-28
1714986609.61,-269.531,-420.898,-365.723,-377.93,-29
1714986609.614,961.426,892.09,919.922,911.621,-93
1714986609.618,-929.688,-895.02,-908.691,-899.902,52
1714986609.622,18.555,52.734,42.969,89.355,50
1714986609.624,-1000.0,-1000.0,-1000.0,-1000.0,-22
1714986609.628,-498.535,-683.105,-597.168,-619.629,-45
1714986609.632,842.773,678.223,761.719,752.93,-59
1714986609.636,-866.211,-825.684,-846.191,-841.309,-79
1714986609.64,188.965,166.504,166.504,173.828,-11
1714986609.644,-1000.0,-1000.0,-1000.0,-1000.0,11
1714986609.648,-844.727,-957.031,-881.348,-921.875,1
1714986609.651,508.301,335.938,444.824,390.137,-80
1714986609.655,-799.316,-775.879,-790.039,-782.227,98
1714986609.659,147.949,141.113,145.508,141.602,-13
1714986609.663,-1000.0,-1000.0,-1000.0,-1000.0,-69
1714986609.667,-1000.0,-1000.0,-1000.0,-1000.0,83
1714986609.685,152.832,45.41,93.75,53.711,94
1714986609.689,-763.184,-766.113,-767.578,-766.113,-76
1714986609.693,137.207,237.305,232.91,242.188,-72
1714986609.697,-1000.0,-986.328,-987.793,-986.816,-75
1714986609.701,-1000.0,-1000.0,-1000.0,-1000.0,13
1714986609.705,-62.012,-189.453,-144.531,-157.715,55
1714986609.709,-784.18,-820.801,-813.965,-816.406,0
1714986609.712,346.191,450.684,458.984,479.492,36
1714986609.716,-942.383,-906.738,-893.066,-882.812,9
1714986609.72,-1000.0,-1000.0,-1000.0,-1000.0,52
1714986609.724,-244.141,-229.98,-224.121,-224.609,78
1714986609.728,-877.441,-901.367,-895.996,-909.668,62
1714986609.714,651.367,740.723,721.191,768.066,73
1714986609.718,-743.652,-635.742,-654.297,-600.098,75
1714986609.722,-1000.0,-1000.0,-1000.0,-1000.0,-8
1714986609.726,-199.219,-183.105,-186.523,-182.129,93
1714986609.73,-957.52,-985.84,-979.492,-985.84,19
1714986609.734,919.922,-997.07,984.863,-993.164,84
1714986609.738,-360.84,-195.312,-226.562,-190.918,76
1714986609.741,-1000.0,-1000.0,-1000.0,-1000.0,-49
1714986609.745,-271.973,-364.746,-290.039,-334.961,-77
1714986609.749,967.285,919.922,951.172,933.105,93
1714986609.753,-947.266,-912.109,-925.293,-916.992,98
1714986609.757,-79.102,16.113,20.02,18.555,-90
1714986609.759,-1000.0,-1000.0,-1000.0,-1000.0,-39
1714986609.763,-460.449,-552.734,-493.652,-538.574,-58
1714986609.767,866.699,809.57,848.633,818.848,-34
1714986609.771,-881.348,-854.004,-869.141,-856.934,-7
1714986609.775,101.562,185.059,167.969,186.035,79
1714986609.779,-1000.0,-1000.0,-1000.0,-1000.0,-6
1714986609.783,-705.078,-844.727,-787.598,-844.727,-59
1714986609.786,664.551,509.277,572.266,508.789,-80
1714986609.79,-824.707,-795.898,-808.105,-796.875,-42
1714986609.794,165.527,142.578,150.391,146.484,30
1714986609.798,-1000.0,-1000.0,-1000.0,-1000.0,32
1714986609.802,-957.52,-1000.0,-1000.0,-1000.0,-5
1714986609.819,334.961,75.684,146.484,120.605,-89
1714986609.823,-775.879,-766.113,-766.602,-762.695,8
1714986609.827,135.742,145.02,171.387,176.27,75
1714986609.831,-1000.0,-1000.0,-1000.0,-1000.0,-92
1714986609.835,-1000.0,-1000.0,-1000.0,-1000.0,87
1714986609.839,-26.855,-164.551,-85.938,-118.652,51
1714986609.843,-778.809,-806.641,-792.48,-800.293,-89
1714986609.846,336.426,407.715,369.629,414.551,85
1714986609.85,-943.359,-924.316,-934.082,-915.039,57
1714986609.854,-1000.0,-1000.0,-1000.0,-1000.0,59
1714986609.858,-251.465,-237.793,-228.027,-237.793,65
1714986609.862,-853.516,-886.23,-872.559,-883.301,-93
1714986609.864,548.34,688.477,642.578,674.805,34
1714986609.868,-855.469,-704.102,-744.629,-718.75,84
1714986609.872,-1000.0,-1000.0,-1000.0,-1000.0,-77
1714986609.876,-216.797,-196.289,-196.777,-197.754,33
1714986609.88,-924.316,-958.008,-963.379,-956.543,35
1714986609.884,812.988,925.293,938.965,920.898,29
1714986609.888,-540.527,-353.027,-325.684,-360.84,-26
1714986609.891,-1000.0,-1000.0,-1000.0,-1000.0,-42
1714986609.895,-180.176,-270.02,-230.957,-269.531,-26
1714986609.899,-988.281,964.844,980.957,964.355,-68
1714986609.903,-986.816,-940.43,-948.73,-940.43,-37
1714986609.907,-174.316,-46.875,-53.223,-47.852,-17
1714986609.909,-1000.0,-1000.0,-1000.0,-1000.0,-66
1714986609.913,-360.352,-473.145,-432.129,-458.984,-29
1714986609.917,911.621,854.98,878.906,863.77,64
1714986609.921,-902.344,-871.582,-883.789,-875.488,-81
1714986609.925,90.332,163.574,144.043,169.922,16
1714986609.929,-1000.0,-1000.0,-1000.0,-1000.0,21
1714986609.933,-617.188,-788.086,-693.359,-723.633,-28
1714986609.936,754.883,574.707,679.199,659.18,-15
1714986609.94,-841.797,-807.129,-828.125,-822.266,-72
1714986609.944,169.434,149.902,164.551,160.156,-89
1714986609.948,-1000.0,-1000.0,-1000.0,-1000.0,53
1714986609.952,-957.031,-1000.0,-973.145,-996.582,-57
1714986609.954,334.961,153.32,295.898,261.719,79
1714986609.958,-777.344,-762.207,-774.414,-770.02,69
1714986609.962,140.625,138.184,160.645,139.16,20
1714986609.966,-1000.0,-1000.0,-1000.0,-1000.0,-54
1714986609.97,-1000.0,-1000.0,-1000.0,-1000.0,39
1714986609.974,44.922,-61.035,19.531,-13.184,31
1714986609.978,-767.578,-782.715,-775.879,-778.32,46
1714986609.981,238.77,340.82,343.75,363.281,45
1714986609.985,-988.77,-945.312,-939.941,-930.176,77
1714986609.989,-1000.0,-1000.0,-1000.0,-1000.0,-67
1714986609.993,-158.203,-250.0,-184.57,-221.191,-14
1714986609.997,-815.43,-857.91,-846.191,-864.258,-9
1714986610.0,462.891,571.777,571.777,619.141,-24
1714986610.004,-893.066,-831.055,-808.594,-773.926,82
1714986610.008,-1000.0,-1000.0,-1000.0,-1000.0,64
1714986610.012,-225.098,-207.52,-210.449,-203.125,0
1714986610.016,-913.574,-942.871,-935.059,-949.219,79
1714986610.02,780.273,876.465,852.051,900.391,96
1714986610.024,-583.496,-433.594,-473.633,-406.25,44
1714986610.027,-1000.0,-1000.0,-1000.0,-1000.0,67
1714986610.031,-181.152,-241.211,-208.984,-173.34,-5
1714986610.035,-989.746,982.91,-998.047,-997.07,-52
1714986610.039,-986.816,-960.938,-983.887,-963.379,-96
1714986610.043,-174.316,-110.352,-155.762,-84.473,88
1714986610.044,-1000.0,-1000.0,-1000.0,-1000.0,-60
1714986610.048,-365.723,-458.496,-393.555,-388.184,60
1714986610.052,919.922,867.676,902.832,903.32,4
1714986610.056,-912.598,-883.301,-900.879,-894.531,-63
1714986610.06,15.625,78.613,51.758,112.305,16
1714986610.064,-1000.0,-1000.0,-1000.0,-1000.0,-59
1714986610.068,-553.223,-702.148,-608.887,-633.301,-3
1714986610.071,808.594,663.574,752.93,742.676,-23
1714986610.075,-854.98,-822.754,-843.262,-839.355,74
1714986610.079,184.57,164.062,164.062,171.387,64
1714986610.083,-1000.0,-1000.0,-1000.0,-1000.0,40
1714986610.087,-844.727,-968.75,-908.691,-935.547,99
1714986610.09,508.301,314.453,402.832,369.141,-44
1714986610.094,-799.316,-773.926,-785.156,-779.785,-77
1714986610.098,147.949,138.672,144.043,141.113,-32
1714986610.102,-1000.0,-1000.0,-1000.0,-1000.0,34
1714986610.106,-1000.0,-1000.0,-1000.0,-1000.0,-63
1714986610.11,152.832,6.348,75.195,43.945,13
1714986610.114,-762.207,-770.996,-767.578,-767.578,-78
1714986610.117,132.324,239.746,253.906,273.926,68
1714986610.121,-1000.0,-986.328,-982.422,-973.633,-52
1714986610.125,-1000.0,-1000.0,-1000.0,-1000.0,74
1714986610.129,-141.113,-215.82,-126.465,-154.785,-35
1714986610.133,-802.734,-832.52,-812.988,-820.312,-60
1714986610.134,400.391,493.652,479.004,505.859,-90
1714986610.138,-924.316,-883.789,-878.906,-866.211,-40
1714986610.142,-1000.0,-1000.0,-1000.0,-1000.0,28
1714986610.146,-238.77,-221.191,-215.332,-219.727,-1
1714986610.15,-886.719,-918.457,-915.039,-918.457,-31
1714986610.154,686.523,800.781,791.016,798.828,-24
1714986610.158,-705.078,-557.129,-563.965,-560.059,-46
1714986610.161,-1000.0,-1000.0,-1000.0,-1000.0,-70
1714986610.165,-197.266,-180.176,-182.617,-180.176,-3
1714986610.169,-957.52,-987.793,-982.422,-987.793,52
1714986610.173,920.41,-985.84,999.023,-983.887,45
1714986610.177,-360.84,-174.316,-203.125,-175.781,-91
1714986610.195,-1000.0,-1000.0,-1000.0,-1000.0,-60
1714986610.199,-271.973,-359.375,-265.137,-317.871,-19
1714986610.203,967.285,923.34,962.402,941.406,-98
1714986610.207,-947.266,-912.598,-929.688,-919.922,-87
1714986610.211,-79.102,16.602,22.949,19.531,4
1714986610.215,-1000.0,-1000.0,-1000.0,-1000.0,60
1714986610.219,-460.449,-552.734,-493.164,-536.621,-32
1714986610.222,866.211,809.57,849.609,819.824,-12
1714986610.226,-881.348,-854.004,-869.629,-857.422,-70
1714986610.23,101.562,185.059,169.434,187.012,-87
1714986610.234,-1000.0,-1000.0,-1000.0,-1000.0,30
1714986610.238,-705.078,-844.727,-770.02,-839.844,32
1714986610.239,664.062,509.277,597.168,515.625,-20
1714986610.243,-824.707,-797.852,-812.988,-798.828,-87
1714986610.247,165.527,148.438,156.738,148.926,-23
1714986610.251,-1000.0,-1000.0,-1000.0,-1000.0,13
1714986610.255,-957.031,-1000.0,-1000.0,-1000.0,40
1714986610.259,334.961,146.973,230.469,148.926,84
1714986610.263,-776.855,-760.254,-767.578,-760.742,44
1714986610.266,140.625,237.305,192.383,208.984,74
1714986610.27,-1000.0,-993.164,-1000.0,-1000.0,-75
1714986610.274,-1000.0,-1000.0,-1000.0,-1000.0,66
1714986610.278,41.016,-58.105,-36.621,-57.129,-97
1714986610.282,-770.508,-792.969,-786.133,-790.527,-79
1714986610.284,335.449,434.082,386.23,419.922,15
1714986610.288,-947.266,-896.973,-922.363,-903.809,61
1714986610.292,-1000.0,-1000.0,-1000.0,-1000.0,-89
1714986610.296,-150.391,-232.91,-207.52,-235.84,31
1714986610.3,-826.66,-893.066,-874.512,-886.719,21
1714986610.304,533.691,709.473,667.48,688.477,74
1714986610.308,-848.145,-676.27,-714.844,-704.102,19
1714986610.311,-1000.0,-1000.0,-1000.0,-1000.0,-53
1714986610.315,-216.797,-193.359,-202.148,-196.777,-44
1714986610.319,-923.828,-963.867,-945.801,-956.543,19
1714986610.323,812.988,943.848,889.648,922.363,-71
1714986610.327,-540.527,-320.312,-415.039,-362.793,-34
1714986610.33,-1000.0,-1000.0,-1000.0,-1000.0,-82
1714986610.334,-180.176,-251.465,-216.797,-240.723,64
1714986610.338,-988.77,971.191,990.234,979.004,42
1714986610.342,-982.91,-941.895,-959.961,-951.172,-10
1714986610.346,-178.223,-37.598,-98.633,-76.172,-44
1714986610.35,-1000.0,-1000.0,-1000.0,-1000.0,-66
1714986610.354,-269.043,-460.938,-398.926,-449.707,49
1714986610.357,961.426,865.723,899.414,872.559,-21
1714986610.361,-927.734,-876.953,-895.508,-882.324,-4
1714986610.365,23.926,154.297,90.82,104.492,-22
1714986610.369,-1000.0,-1000.0,-1000.0,-1000.0,52
1714986610.373,-478.027,-712.402,-632.324,-705.078,-76
1714986610.375,856.934,668.945,737.793,665.039,87
1714986610.379,-871.582,-825.195,-839.355,-823.73,-83
1714986610.383,197.266,166.016,174.316,166.016,-35
1714986610.387,-1000.0,-1000.0,-1000.0,-1000.0,-64
1714986610.391,-769.531,-957.031,-913.574,-957.031,-66
1714986610.395,606.934,335.938,402.832,335.449,-64
1714986610.399,-815.918,-776.367,-784.668,-775.879,-88
1714986610.402,157.227,141.113,145.02,141.113,-59
1714986610.406,-1000.0,-1000.0,-1000.0,-1000.0,53
1714986610.41,-1000.0,-1000.0,-1000.0,-1000.0,56
1714986610.414,243.652,41.504,97.656,41.992,-1
1714986610.418,-768.555,-769.043,-765.625,-769.043,5
1714986610.422,162.109,333.984,266.113,318.848,-25
1714986610.426,-1000.0,-944.336,-973.633,-948.73,90
1714986610.43,-1000.0,-1000.0,-1000.0,-1000.0,-2
1714986610.434,-60.059,-181.152,-141.602,-200.195,-33
1714986610.438,-786.621,-833.984,-816.406,-838.379,46
1714986610.442,371.094,539.062,482.91,541.504,-35
1714986610.446,-931.152,-850.098,-878.418,-851.562,-67
1714986610.449,-1000.0,-1000.0,-1000.0,-1000.0,64
1714986610.453,-229.98,-216.309,-226.074,-216.309,-100
1714986610.457,-867.676,-923.34,-903.809,-922.852,-27
1714986610.461,620.605,813.965,745.605,813.965,-59
1714986610.465,-773.438,-540.039,-626.953,-540.039,-68
1714986610.465,-1000.0,-1000.0,-1000.0,-1000.0,-9
1714986610.469,-202.148,-178.711,-185.547,-178.711,18
1714986610.473,-952.637,-989.746,-979.492,-990.234,-36
1714986610.477,908.203,-982.422,989.258,-981.445,75
1714986610.481,-394.043,-161.133,-228.516,-158.691,47
1714986610.485,-1000.0,-1000.0,-1000.0,-1000.0,30
1714986610.489,-172.363,-362.305,-268.066,-352.539,17
1714986610.492,-999.512,915.039,959.473,919.922,78
1714986610.496,-959.961,-903.809,-928.711,-906.25,-63
1714986610.5,-72.754,77.148,20.02,73.242,17
1714986610.504,-1000.0,-1000.0,-1000.0,-1000.0,-70
1714986610.508,-367.188,-560.547,-478.516,-560.059,-53
1714986610.509,915.039,813.965,856.934,813.477,51
1714986610.513,-899.414,-854.98,-872.07,-854.98,-1
1714986610.517,118.164,185.547,179.688,185.059,79
1714986610.521,-1000.0,-1000.0,-1000.0,-1000.0,87
1714986610.525,-565.918,-844.727,-772.461,-844.727,-86
1714986610.529,815.918,509.277,596.68,509.277,50
1714986610.533,-856.934,-796.387,-812.5,-797.363,54
1714986610.536,184.57,144.531,155.273,146.484,-42
1714986610.54,-1000.0,-1000.0,-1000.0,-1000.0,77
1714986610.544,-844.727,-1000.0,-1000.0,-1000.0,-22
1714986610.548,508.301,94.727,212.402,120.605,-15
1714986610.552,-799.316,-763.672,-766.602,-761.719,-16
1714986610.569,147.949,224.609,177.734,235.84,-36
1714986610.573,-1000.0,-992.188,-1000.0,-988.77,-15
1714986610.577,-1000.0,-1000.0,-1000.0,-1000.0,-36
1714986610.581,146.484,-136.23,-34.668,-114.746,47
1714986610.585,-761.23,-807.617,-785.156,-803.711,39
1714986610.589,237.305,443.359,393.066,440.918,34
1714986610.593,-993.164,-902.344,-918.457,-900.879,62
1714986610.596,-1000.0,-1000.0,-1000.0,-1000.0,-9
1714986610.6,-55.664,-234.863,-211.914,-230.957,37
1714986610.604,-793.457,-887.207,-868.164,-897.461,83
1714986610.608,433.105,688.477,638.672,727.539,30
1714986610.612,-896.973,-704.102,-750.488,-652.832,18
1714986610.614,-1000.0,-1000.0,-1000.0,-1000.0,59
1714986610.618,-234.863,-195.801,-201.172,-187.012,-25
1714986610.622,-888.184,-959.473,-951.66,-978.027,44
1714986610.626,687.988,929.199,905.762,983.887,23
1714986610.63,-704.102,-345.215,-390.137,-242.188,-87
1714986610.634,-1000.0,-1000.0,-1000.0,-1000.0,58
1714986610.638,-197.266,-269.531,-198.242,-268.066,39
1714986610.641,-957.52,964.844,994.629,961.426,-22
1714986610.645,923.34,-939.453,-958.496,-929.199,-63
1714986610.649,-364.746,-42.969,-79.102,11.719,-45
1714986610.653,-1000.0,-1000.0,-1000.0,-1000.0,-4
1714986610.657,-207.52,-459.473,-395.996,-463.379,-22
1714986610.66,985.352,863.77,898.926,864.746,-97
1714986610.664,-951.66,-875.488,-893.066,-873.535,-96
1714986610.668,-48.828,174.316,122.07,200.684,67
1714986610.672,-1000.0,-1000.0,-1000.0,-1000.0,88
1714986610.676,-438.965,-715.332,-634.766,-750.0,-31
1714986610.68,873.047,670.41,742.676,632.812,-17
1714986610.684,-880.371,-825.195,-840.82,-818.359,-25
1714986610.687,168.945,164.551,176.27,156.738,39
1714986610.691,-1000.0,-1000.0,-1000.0,-1000.0,-31
1714986610.695,-714.355,-967.285,-894.531,-1000.0,-69
1714986610.699,669.434,317.383,430.664,229.004,26
1714986610.703,-826.66,-772.949,-787.598,-767.09,-84
1714986610.704,165.527,135.254,143.066,136.23,37
1714986610.708,-1000.0,-1000.0,-1000.0,-1000.0,7
1714986610.712,-957.031,-1000.0,-1000.0,-1000.0,75
1714986610.716,334.961,-44.434,69.336,-62.012,75
1714986610.72,-777.344,-780.273,-767.09,-785.156,-75
1714986610.724,140.625,338.867,293.457,368.652,-100
1714986610.728,-1000.0,-944.336,-960.938,-930.664,-53
1714986610.731,-1000.0,-1000.0,-1000.0,-1000.0,-55
1714986610.735,41.016,-251.465,-175.781,-243.652,-93
1714986610.739,-770.508,-852.539,-827.148,-871.582,-91
1714986610.743,335.449,549.316,501.953,627.441,85
1714986610.747,-947.266,-855.469,-872.559,-770.02,31
1714986610.749,-1000.0,-1000.0,-1000.0,-1000.0,-18
1714986610.753,-150.391,-211.914,-220.703,-201.66,23
1714986610.757,-826.66,-934.57,-916.504,-952.637,-2
1714986610.761,533.691,851.562,790.527,911.133,-8
1714986610.765,-848.145,-481.934,-567.871,-389.16,84
1714986610.769,-1000.0,-1000.0,-1000.0,-1000.0,-68
1714986610.773,-216.797,-173.828,-181.152,-180.176,72
1714986610.776,-924.316,-998.047,-985.84,999.023,-37
1714986610.78,812.988,-963.867,-994.141,-959.473,-53
1714986610.784,-540.527,-92.285,-183.594,-72.266,-18
1714986610.788,-1000.0,-1000.0,-1000.0,-1000.0,94
1714986610.792,-180.176,-365.234,-309.082,-408.203,97
1714986610.795,-988.77,915.039,941.406,894.531,17
1714986610.799,-982.422,-898.438,-917.48,-890.625,-65
1714986610.803,-178.223,118.652,51.27,108.398,91
1714986610.807,-1000.0,-1000.0,-1000.0,-1000.0,59
1714986610.811,-269.043,-565.918,-522.949,-671.387,-54
1714986610.815,961.426,816.895,833.496,701.66,-73
1714986610.819,-928.711,-854.98,-862.793,-831.055,96
1714986610.822,23.926,182.129,190.918,167.969,-49
1714986610.826,-1000.0,-1000.0,-1000.0,-1000.0,-79
1714986610.83,-500.0,-870.605,-801.27,-952.148,28
1714986610.834,842.285,469.238,565.918,343.75,61
1714986610.838,-866.211,-791.504,-807.129,-777.344,-46
1714986610.839,190.43,143.555,151.855,141.113,-46
1714986610.843,-1000.0,-1000.0,-1000.0,-1000.0,-5
1714986610.847,-827.148,-1000.0,-1000.0,-1000.0,95
1714986610.851,531.738,75.684,178.223,41.504,-87
1714986610.855,-802.734,-766.113,-765.137,-769.531,-59
1714986610.859,148.438,291.992,220.703,335.449,-86
1714986610.863,-1000.0,-962.891,-995.605,-947.266,19
1714986610.866,-1000.0,-1000.0,-1000.0,-1000.0,-4
1714986610.87,146.484,-153.32,-73.73,-149.902,44
1714986610.874,-761.23,-821.289,-795.898,-825.684,-74
1714986610.878,237.305,509.766,425.781,534.668,4
1714986610.882,-993.164,-863.77,-902.832,-847.656,61
1714986610.884,-1000.0,-1000.0,-1000.0,-1000.0,91
1714986610.888,-55.664,-218.262,-226.562,-216.309,-25
1714986610.892,-793.457,-922.852,-890.625,-922.852,61
1714986610.896,433.105,813.965,704.59,813.965,-46
1714986610.9,-896.973,-540.039,-676.758,-540.039,50
1714986610.904,-1000.0,-1000.0,-1000.0,-1000.0,86
1714986610.908,-234.863,-179.688,-191.406,-179.688,-88
1714986610.911,-888.184,-987.793,-968.262,-987.793,-23
1714986610.915,687.5,-982.422,958.008,-985.352,91
1714986610.919,-704.102,-177.246,-293.945,-174.316,-23
1714986610.923,-1000.0,-1000.0,-1000.0,-1000.0,-18
1714986610.927,-197.266,-283.203,-233.887,-352.539,83
1714986610.944,-957.52,956.055,976.074,919.922,60
1714986610.948,924.805,-925.781,-940.918,-907.227,-1
1714986610.952,-366.699,22.949,-20.02,65.43,-95
1714986610.956,-1000.0,-1000.0,-1000.0,-1000.0,92
1714986610.96,-181.152,-526.367,-452.148,-559.082,-51
1714986610.964,998.535,826.66,869.141,812.5,-31
1714986610.968,-961.426,-859.375,-877.441,-854.98,-28
1714986610.971,-72.266,188.477,169.922,185.059,-19
1714986610.975,-1000.0,-1000.0,-1000.0,-1000.0,38
1714986610.979,-435.059,-833.984,-715.332,-845.215,-95
1714986610.983,872.07,523.438,664.062,508.789,-73
1714986610.987,-880.859,-800.293,-824.707,-797.852,-81
1714986610.989,167.48,148.926,163.574,148.438,37
1714986610.993,-1000.0,-1000.0,-1000.0,-1000.0,40
1714986610.997,-714.355,-1000.0,-970.703,-1000.0,-24
1714986611.001,669.434,146.973,299.805,146.973,23
1714986611.005,-826.66,-760.742,-773.438,-759.766,76
1714986611.009,165.527,237.305,171.387,234.375,-70
1714986611.013,-1000.0,-993.164,-1000.0,-988.77,-94
1714986611.016,-957.031,-1000.0,-1000.0,-1000.0,72
1714986611.02,335.449,-55.176,-2.441,-101.562,64
1714986611.024,-777.344,-792.48,-778.809,-801.758,95
1714986611.028,140.625,433.594,364.746,439.453,-53
1714986611.032,-1000.0,-896.973,-929.688,-899.902,86
1714986611.034,-1000.0,-1000.0,-1000.0,-1000.0,62
1714986611.038,41.016,-234.863,-206.543,-229.004,69
1714986611.042,-770.508,-887.207,-859.375,-903.32,-94
1714986611.046,334.961,688.477,614.258,748.535,60
1714986611.05,-947.266,-704.102,-775.879,-625.0,57
1714986611.054,-1000.0,-1000.0,-1000.0,-1000.0,72
1714986611.058,-149.902,-197.266,-205.566,-183.594,54
1714986611.061,-826.66,-956.543,-942.871,-983.887,-19
1714986611.065,533.691,921.875,878.418,-998.047,41
1714986611.069,-848.145,-361.328,-437.5,-208.496,8
1714986611.073,-1000.0,-1000.0,-1000.0,-1000.0,-96
1714986611.077,-212.891,-253.418,-194.336,-267.578,-31
1714986611.079,-934.57,966.309,996.582,961.426,-14
1714986611.083,847.168,-937.5,-962.891,-927.246,20
1714986611.087,-487.793,-20.508,-94.727,23.926,-9
1714986611.091,-1000.0,-1000.0,-1000.0,-1000.0,-100
1714986611.095,-172.363,-460.449,-390.625,-464.844,52
1714986611.099,998.047,863.77,900.391,865.723,3
1714986611.103,-959.961,-874.512,-893.555,-873.535,-34
1714986611.106,-72.754,192.871,120.117,199.707,86
1714986611.11,-1000.0,-1000.0,-1000.0,-1000.0,58
1714986611.114,-367.188,-717.773,-627.441,-764.648,43
1714986611.118,915.039,671.875,750.0,614.258,15
1714986611.122,-899.902,-826.172,-841.797,-814.941,72
1714986611.125,118.164,166.016,174.805,154.785,28
1714986611.129,-1000.0,-1000.0,-1000.0,-1000.0,-53
1714986611.133,-565.918,-957.031,-913.574,-1000.0,-93
1714986611.137,815.918,335.938,402.832,198.242,-58
1714986611.141,-856.934,-775.391,-784.18,-764.16,-52
1714986611.145,184.57,138.184,143.066,201.66,27
1714986611.149,-1000.0,-1000.0,-1000.0,-1000.0,34
1714986611.152,-844.727,-1000.0,-1000.0,-1000.0,53
1714986611.156,508.301,1.465,67.871,-58.105,-63
1714986611.16,-799.316,-774.414,-767.09,-791.504,-47
1714986611.164,147.949,337.891,296.387,433.594,-49
1714986611.168,-1000.0,-942.383,-962.891,-896.973,-88
1714986611.169,-1000.0,-1000.0,-1000.0,-1000.0,-15
1714986611.173,146.484,-220.703,-146.484,-234.863,-13
1714986611.177,-760.742,-862.793,-823.242,-887.207,2
1714986611.181,235.84,620.117,517.09,688.477,89
1714986611.185,-983.887,-772.461,-854.492,-704.102,-4
1714986611.189,-1000.0,-1000.0,-1000.0,-1000.0,-6
1714986611.193,-128.418,-203.125,-218.75,-196.777,-32
1714986611.196,-817.871,-948.73,-919.434,-956.543,74
1714986611.2,523.926,899.414,800.293,923.34,-62
1714986611.204,-850.098,-408.691,-553.711,-363.77,-4
1714986611.208,-1000.0,-1000.0,-1000.0,-1000.0,86
1714986611.212,-217.285,-172.363,-179.199,-219.727,-8
1714986611.215,-923.828,-999.023,-989.746,980.957,-38
1714986611.219,812.988,-959.961,-985.352,-946.289,24
1714986611.223,-540.527,-71.777,-156.738,-39.062,-27
1714986611.227,-1000.0,-1000.0,-1000.0,-1000.0,-32
1714986611.231,-180.176,-392.09,-342.285,-432.129,-62
1714986611.235,-988.77,902.832,925.781,876.953,81
1714986611.239,-982.91,-893.555,-908.203,-879.883,-71
1714986611.242,-178.223,110.352,70.801,184.57,-51
1714986611.246,-1000.0,-1000.0,-1000.0,-1000.0,45
1714986611.25,-269.043,-666.016,-560.059,-716.309,83
1714986611.254,961.426,707.52,804.199,671.387,68
1714986611.258,-928.711,-832.031,-854.492,-825.684,13
1714986611.26,23.438,167.969,184.082,166.016,-58
1714986611.264,-1000.0,-1000.0,-1000.0,-1000.0,-24
1714986611.268,-501.953,-957.031,-854.492,-957.52,31
1714986611.272,841.309,335.449,490.234,335.938,-47
1714986611.276,-865.723,-775.879,-796.387,-775.879,-71
1714986611.28,188.477,141.113,147.461,141.113,-40
1714986611.284,-1000.0,-1000.0,-1000.0,-1000.0,31
1714986611.287,-844.727,-1000.0,-1000.0,-1000.0,50
1714986611.291,508.301,41.992,122.07,41.504,53
1714986611.295,-798.828,-769.043,-765.137,-770.02,-59
1714986611.299,147.949,321.777,253.418,342.285,-73
1714986611.303,-1000.0,-953.125,-980.957,-943.359,62
1714986611.305,-1000.0,-1000.0,-1000.0,-1000.0,-64
1714986611.309,146.484,-150.879,-108.398,-144.531,-5
1714986611.313,-761.23,-825.684,-808.105,-843.75,-3
1714986611.317,236.816,534.668,476.562,612.793,-45
1714986611.321,-993.652,-847.656,-876.953,-762.695,-99
1714986611.325,-1000.0,-1000.0,-1000.0,-1000.0,18
1714986611.329,-55.664,-216.309,-225.098,-201.172,-19
1714986611.332,-793.457,-923.34,-908.203,-954.102,-55
1714986611.336,433.105,813.965,763.184,916.016,6
1714986611.34,-896.973,-540.039,-605.957,-382.324,-43
1714986611.344,-1000.0,-1000.0,-1000.0,-1000.0,-42
1714986611.348,-232.91,-177.734,-182.617,-172.363,-5
1714986611.365,-894.043,-991.211,-984.375,-998.047,2
1714986611.369,708.496,-979.492,-998.535,-958.984,3
1714986611.373,-676.758,-149.414,-199.707,-72.266,-14
1714986611.377,-1000.0,-1000.0,-1000.0,-1000.0,-70
1714986611.381,-182.617,-362.793,-277.832,-366.699,6
1714986611.385,-991.211,914.551,954.59,916.016,-7
1714986611.389,-982.91,-902.832,-924.316,-898.926,-55
1714986611.392,-178.223,85.449,42.48,118.652,63
1714986611.396,-1000.0,-1000.0,-1000.0,-1000.0,64
1714986611.4,-269.043,-561.523,-510.254,-565.43,23
1714986611.404,961.426,814.453,840.82,816.895,-35
1714986611.408,-928.223,-854.98,-865.234,-854.98,-52
1714986611.41,23.438,185.059,186.035,181.641,-36
1714986611.414,-1000.0,-1000.0,-1000.0,-1000.0,33
1714986611.418,-464.844,-844.727,-790.039,-875.0,75
1714986611.422,864.746,509.277,578.613,462.402,-15
1714986611.426,-875.488,-796.875,-809.57,-791.016,45
1714986611.43,202.637,144.043,154.297,143.066,44
1714986611.434,-1000.0,-1000.0,-1000.0,-1000.0,-57
